Day;L;M;S;P01;P1;P3;P5;P10;P15;P25;P50;P75;P85;P90;P95;P97;P99;P999;Tipo;Genero
1527;-0.3389;164.627;0.14065;10.975;12.071;12.778;13.176;13.82;14.279;14.995;16.463;18.129;19.117;19.828;20.947;21.72;23.287;26.345;P;F
1528;-0.339;164.687;0.14067;10.979;12.075;12.783;13.18;13.825;14.284;15;16.469;18.136;19.125;19.836;20.956;21.729;23.297;26.357;P;F
1529;-0.339;164.746;0.1407;10.982;12.078;12.787;13.184;13.829;14.289;15.005;16.475;18.143;19.132;19.844;20.965;21.738;23.307;26.369;P;F
1530;-0.3391;164.806;0.14073;10.985;12.082;12.791;13.188;13.834;14.294;15.011;16.481;18.15;19.14;19.852;20.973;21.748;23.318;26.382;P;F
1531;-0.3391;164.865;0.14075;10.988;12.086;12.795;13.193;13.839;14.299;15.016;16.487;18.157;19.147;19.859;20.982;21.756;23.327;26.393;P;F
1532;-0.3392;164.925;0.14078;10.991;12.09;12.799;13.197;13.843;14.303;15.021;16.493;18.164;19.155;19.867;20.99;21.766;23.338;26.406;P;F
1533;-0.3392;164.984;0.14081;10.994;12.093;12.803;13.201;13.848;14.308;15.026;16.498;18.171;19.162;19.875;20.999;21.775;23.348;26.419;P;F
1534;-0.3392;165.044;0.14083;10.998;12.097;12.807;13.205;13.852;14.313;15.031;16.504;18.177;19.17;19.883;21.007;21.784;23.358;26.43;P;F
1535;-0.3393;165.103;0.14086;11.001;12.101;12.811;13.21;13.857;14.318;15.036;16.51;18.184;19.177;19.891;21.016;21.793;23.368;26.443;P;F
1536;-0.3393;165.163;0.14089;11.004;12.104;12.815;13.214;13.861;14.322;15.042;16.516;18.191;19.185;19.899;21.025;21.802;23.378;26.455;P;F
1537;-0.3394;165.222;0.14091;11.008;12.108;12.819;13.218;13.866;14.327;15.047;16.522;18.198;19.192;19.907;21.033;21.811;23.388;26.467;P;F
1538;-0.3394;165.282;0.14094;11.011;12.112;12.823;13.222;13.871;14.332;15.052;16.528;18.205;19.2;19.915;21.042;21.82;23.398;26.479;P;F
1539;-0.3395;165.341;0.14097;11.014;12.115;12.827;13.227;13.875;14.337;15.057;16.534;18.212;19.207;19.923;21.051;21.829;23.409;26.492;P;F
1540;-0.3395;165.401;0.141;11.017;12.119;12.831;13.231;13.88;14.342;15.062;16.54;18.219;19.215;19.931;21.06;21.839;23.419;26.505;P;F
1541;-0.3396;16.546;0.14102;11.02;12.123;12.835;13.235;13.884;14.346;15.067;16.546;18.226;19.222;19.939;21.068;21.848;23.429;26.516;P;F
1542;-0.3396;16.552;0.14105;11.023;12.127;12.839;13.239;13.889;14.351;15.073;16.552;18.233;19.23;19.947;21.077;21.857;23.439;26.529;P;F
1543;-0.3396;165.579;0.14108;11.026;12.13;12.843;13.243;13.893;14.356;15.078;16.558;18.24;19.237;19.954;21.085;21.866;23.449;26.541;P;F
1544;-0.3397;165.639;0.1411;11.03;12.134;12.847;13.248;13.898;14.361;15.083;16.564;18.246;19.244;19.962;21.094;21.875;23.459;26.553;P;F
1545;-0.3397;165.698;0.14113;11.033;12.138;12.851;13.252;13.902;14.365;15.088;16.57;18.253;19.252;19.97;21.102;21.884;23.469;26.565;P;F
1546;-0.3398;165.758;0.14116;11.036;12.141;12.855;13.256;13.907;14.37;15.093;16.576;18.26;19.26;19.978;21.111;21.893;23.48;26.578;P;F
1547;-0.3398;165.817;0.14118;11.04;12.145;12.859;13.26;13.911;14.375;15.098;16.582;18.267;19.267;19.986;21.119;21.902;23.489;26.59;P;F
1548;-0.3399;165.876;0.14121;11.043;12.149;12.863;13.265;13.916;14.38;15.103;16.588;18.274;19.274;19.994;21.128;21.911;23.5;26.602;P;F
1549;-0.3399;165.936;0.14124;11.046;12.152;12.867;13.269;13.92;14.385;15.109;16.594;18.281;19.282;20.002;21.137;21.921;23.51;26.615;P;F
1550;-0.3399;165.995;0.14126;11.049;12.156;12.871;13.273;13.925;14.389;15.114;16.6;18.288;19.289;20.01;21.145;21.929;23.52;26.626;P;F
1551;-0.34;166.055;0.14129;11.052;12.16;12.875;13.277;13.93;14.394;15.119;16.606;18.295;19.297;20.018;21.154;21.939;23.53;26.639;P;F
1552;-0.34;166.114;0.14132;11.055;12.164;12.879;13.281;13.934;14.399;15.124;16.611;18.302;19.304;20.026;21.163;21.948;23.54;26.651;P;F
1553;-0.3401;166.174;0.14134;11.059;12.167;12.884;13.286;13.939;14.404;15.129;16.617;18.308;19.312;20.033;21.171;21.957;23.55;26.663;P;F
1554;-0.3401;166.233;0.14137;11.062;12.171;12.888;13.29;13.943;14.409;15.134;16.623;18.315;19.319;20.041;21.18;21.966;23.56;26.676;P;F
1555;-0.3402;166.293;0.1414;11.065;12.175;12.892;13.294;13.948;14.413;15.14;16.629;18.322;19.327;20.049;21.189;21.975;23.571;26.688;P;F
1556;-0.3402;166.352;0.14142;11.068;12.178;12.896;13.299;13.952;14.418;15.145;16.635;18.329;19.334;20.057;21.197;21.984;23.581;26.7;P;F
1557;-0.3402;166.412;0.14145;11.071;12.182;12.9;13.303;13.957;14.423;15.15;16.641;18.336;19.342;20.065;21.206;21.993;23.591;26.712;P;F
1558;-0.3403;166.471;0.14148;11.075;12.186;12.904;13.307;13.961;14.428;15.155;16.647;18.343;19.349;20.073;21.214;22.003;23.601;26.725;P;F
1559;-0.3403;16.653;0.1415;11.078;12.19;12.908;13.311;13.966;14.432;15.16;16.653;18.35;19.357;20.081;21.223;22.011;23.611;26.736;P;F
1560;-0.3404;16.659;0.14153;11.081;12.193;12.912;13.315;13.971;14.437;15.165;16.659;18.357;19.364;20.089;21.232;22.021;23.621;26.749;P;F
1561;-0.3404;166.649;0.14156;11.084;12.197;12.916;13.319;13.975;14.442;15.17;16.665;18.364;19.372;20.097;21.24;22.03;23.632;26.762;P;F
1562;-0.3405;166.709;0.14158;11.088;12.201;12.92;13.324;13.98;14.447;15.176;16.671;18.37;19.379;20.105;21.249;22.039;23.642;26.774;P;F
1563;-0.3405;166.768;0.14161;11.091;12.204;12.924;13.328;13.984;14.452;15.181;16.677;18.377;19.387;20.113;21.257;22.048;23.652;26.786;P;F
1564;-0.3405;166.828;0.14164;11.094;12.208;12.928;13.332;13.989;14.456;15.186;16.683;18.384;19.394;20.121;21.266;22.057;23.662;26.799;P;F
1565;-0.3406;166.887;0.14166;11.097;12.212;12.932;13.337;13.993;14.461;15.191;16.689;18.391;19.402;20.128;21.274;22.066;23.672;26.81;P;F
1566;-0.3406;166.947;0.14169;11.1;12.215;12.936;13.341;13.998;14.466;15.196;16.695;18.398;19.409;20.136;21.283;22.075;23.682;26.823;P;F
1567;-0.3407;167.006;0.14172;11.103;12.219;12.94;13.345;14.002;14.471;15.201;16.701;18.405;19.417;20.144;21.292;22.085;23.693;26.836;P;F
1568;-0.3407;167.065;0.14174;11.107;12.223;12.944;13.349;14.007;14.475;15.206;16.707;18.412;19.424;20.152;21.3;22.093;23.702;26.847;P;F
1569;-0.3408;167.125;0.14177;11.11;12.226;12.948;13.353;14.011;14.48;15.212;16.713;18.419;19.432;20.16;21.309;22.103;23.713;26.86;P;F
1570;-0.3408;167.184;0.14179;11.113;12.23;12.952;13.358;14.016;14.485;15.217;16.718;18.426;19.439;20.168;21.317;22.111;23.722;26.871;P;F
1571;-0.3408;167.244;0.14182;11.116;12.234;12.956;13.362;14.021;14.49;15.222;16.724;18.433;19.446;20.176;21.326;22.121;23.733;26.884;P;F
1572;-0.3409;167.303;0.14185;11.119;12.238;12.96;13.366;14.025;14.494;15.227;16.73;18.439;19.454;20.184;21.335;22.13;23.743;26.897;P;F
1573;-0.3409;167.363;0.14187;11.123;12.241;12.964;13.37;14.03;14.499;15.232;16.736;18.446;19.461;20.192;21.343;22.139;23.753;26.908;P;F
1574;-0.341;167.422;0.1419;11.126;12.245;12.968;13.375;14.034;14.504;15.237;16.742;18.453;19.469;20.2;21.352;22.148;23.763;26.921;P;F
1575;-0.341;167.481;0.14193;11.129;12.249;12.972;13.379;14.039;14.509;15.242;16.748;18.46;19.476;20.208;21.361;22.157;23.774;26.933;P;F
1576;-0.3411;167.541;0.14195;11.132;12.252;12.976;13.383;14.043;14.514;15.248;16.754;18.467;19.484;20.215;21.369;22.166;23.784;26.945;P;F
1577;-0.3411;16.76;0.14198;11.135;12.256;12.98;13.387;14.048;14.518;15.253;16.76;18.474;19.491;20.223;21.378;22.175;23.794;26.958;P;F
1578;-0.3412;16.766;0.14201;11.139;12.26;12.984;13.391;14.052;14.523;15.258;16.766;18.481;19.499;20.232;21.387;22.185;23.804;26.971;P;F
1579;-0.3412;167.719;0.14203;11.142;12.263;12.988;13.396;14.057;14.528;15.263;16.772;18.488;19.506;20.239;21.395;22.194;23.814;26.982;P;F
1580;-0.3412;167.778;0.14206;11.145;12.267;12.992;13.4;14.061;14.533;15.268;16.778;18.495;19.514;20.247;21.404;22.203;23.824;26.995;P;F
1581;-0.3413;167.838;0.14209;11.148;12.271;12.996;13.404;14.066;14.537;15.273;16.784;18.502;19.521;20.255;21.413;22.212;23.835;27.007;P;F
1582;-0.3413;167.897;0.14211;11.151;12.275;13;13.408;14.07;14.542;15.279;16.79;18.508;19.529;20.263;21.421;22.221;23.844;27.019;P;F
1583;-0.3414;167.957;0.14214;11.155;12.278;13.004;13.412;14.075;14.547;15.284;16.796;18.515;19.536;20.271;21.43;22.23;23.855;27.032;P;F
1584;-0.3414;168.016;0.14216;11.158;12.282;13.009;13.417;14.08;14.552;15.289;16.802;18.522;19.544;20.279;21.438;22.239;23.865;27.043;P;F
1585;-0.3415;168.075;0.14219;11.161;12.286;13.013;13.421;14.084;14.557;15.294;16.808;18.529;19.551;20.287;21.447;22.248;23.875;27.056;P;F
1586;-0.3415;168.135;0.14222;11.164;12.289;13.016;13.425;14.089;14.561;15.299;16.814;18.536;19.559;20.295;21.456;22.258;23.885;27.069;P;F
1587;-0.3415;168.194;0.14224;11.167;12.293;13.021;13.429;14.093;14.566;15.304;16.819;18.543;19.566;20.302;21.464;22.266;23.895;27.08;P;F
1588;-0.3416;168.254;0.14227;11.171;12.297;13.025;13.434;14.098;14.571;15.309;16.825;18.55;19.574;20.311;21.473;22.276;23.906;27.093;P;F
1589;-0.3416;168.313;0.1423;11.174;12.3;13.029;13.438;14.102;14.576;15.315;16.831;18.557;19.581;20.319;21.481;22.285;23.916;27.106;P;F
1590;-0.3417;168.372;0.14232;11.177;12.304;13.033;13.442;14.107;14.58;15.32;16.837;18.563;19.589;20.326;21.49;22.294;23.926;27.117;P;F
1591;-0.3417;168.432;0.14235;11.18;12.308;13.037;13.446;14.111;14.585;15.325;16.843;18.57;19.596;20.334;21.499;22.303;23.936;27.13;P;F
1592;-0.3418;168.491;0.14237;11.183;12.312;13.041;13.451;14.116;14.59;15.33;16.849;18.577;19.603;20.342;21.507;22.312;23.946;27.142;P;F
1593;-0.3418;16.855;0.1424;11.187;12.315;13.045;13.455;14.12;14.595;15.335;16.855;18.584;19.611;20.35;21.516;22.321;23.956;27.154;P;F
1594;-0.3418;16.861;0.14243;11.19;12.319;13.049;13.459;14.125;14.6;15.34;16.861;18.591;19.619;20.358;21.525;22.33;23.966;27.167;P;F
1595;-0.3419;168.669;0.14245;11.193;12.323;13.053;13.463;14.13;14.604;15.345;16.867;18.598;19.626;20.366;21.533;22.339;23.976;27.179;P;F
1596;-0.3419;168.729;0.14248;11.196;12.326;13.057;13.467;14.134;14.609;15.351;16.873;18.605;19.634;20.374;21.542;22.349;23.987;27.191;P;F
1597;-0.342;168.788;0.14251;11.199;12.33;13.061;13.471;14.138;14.614;15.356;16.879;18.612;19.641;20.382;21.55;22.358;23.997;27.204;P;F
1598;-0.342;168.847;0.14253;11.202;12.334;13.065;13.476;14.143;14.619;15.361;16.885;18.619;19.648;20.39;21.559;22.367;24.007;27.216;P;F
1599;-0.3421;168.907;0.14256;11.206;12.337;13.069;13.48;14.148;14.623;15.366;16.891;18.626;19.656;20.398;21.568;22.376;24.017;27.229;P;F
1600;-0.3421;168.966;0.14258;11.209;12.341;13.073;13.484;14.152;14.628;15.371;16.897;18.632;19.663;20.405;21.576;22.385;24.027;27.24;P;F
1601;-0.3421;169.025;0.14261;11.212;12.345;13.077;13.488;14.157;14.633;15.376;16.903;18.639;19.671;20.413;21.585;22.394;24.037;27.253;P;F
1602;-0.3422;169.085;0.14264;11.215;12.348;13.081;13.493;14.161;14.638;15.381;16.909;18.646;19.678;20.421;21.594;22.403;24.048;27.266;P;F
1603;-0.3422;169.144;0.14266;11.218;12.352;13.085;13.497;14.166;14.642;15.387;16.914;18.653;19.686;20.429;21.602;22.412;24.058;27.277;P;F
1604;-0.3423;169.203;0.14269;11.222;12.356;13.089;13.501;14.17;14.647;15.392;16.92;18.66;19.693;20.437;21.611;22.422;24.068;27.29;P;F
1605;-0.3423;169.263;0.14271;11.225;12.359;13.093;13.505;14.175;14.652;15.397;16.926;18.667;19.701;20.445;21.619;22.43;24.078;27.302;P;F
1606;-0.3424;169.322;0.14274;11.228;12.363;13.097;13.509;14.179;14.657;15.402;16.932;18.674;19.708;20.453;21.628;22.44;24.088;27.314;P;F
1607;-0.3424;169.381;0.14277;11.231;12.367;13.101;13.514;14.184;14.661;15.407;16.938;18.681;19.716;20.461;21.636;22.449;24.099;27.327;P;F
1608;-0.3425;169.441;0.14279;11.234;12.371;13.105;13.518;14.189;14.666;15.412;16.944;18.687;19.723;20.469;21.645;22.458;24.108;27.339;P;F
1609;-0.3425;16.95;0.14282;11.238;12.374;13.109;13.522;14.193;14.671;15.417;16.95;18.694;19.731;20.477;21.654;22.467;24.119;27.351;P;F
1610;-0.3425;169.559;0.14284;11.241;12.378;13.113;13.526;14.198;14.676;15.422;16.956;18.701;19.738;20.484;21.662;22.476;24.128;27.363;P;F
1611;-0.3426;169.619;0.14287;11.244;12.381;13.117;13.531;14.202;14.681;15.428;16.962;18.708;19.746;20.493;21.671;22.485;24.139;27.376;P;F
1612;-0.3426;169.678;0.1429;11.247;12.385;13.121;13.535;14.206;14.685;15.433;16.968;18.715;19.753;20.5;21.68;22.495;24.149;27.388;P;F
1613;-0.3427;169.737;0.14292;11.25;12.389;13.125;13.539;14.211;14.69;15.438;16.974;18.722;19.76;20.508;21.688;22.503;24.159;27.4;P;F
1614;-0.3427;169.796;0.14295;11.253;12.392;13.129;13.543;14.216;14.695;15.443;16.98;18.729;19.768;20.516;21.697;22.513;24.169;27.413;P;F
1615;-0.3428;169.856;0.14297;11.257;12.396;13.133;13.547;14.22;14.7;15.448;16.986;18.736;19.775;20.524;21.705;22.522;24.179;27.425;P;F
1616;-0.3428;169.915;0.143;11.26;12.4;13.137;13.552;14.225;14.704;15.453;16.992;18.743;19.783;20.532;21.714;22.531;24.19;27.437;P;F
1617;-0.3428;169.974;0.14303;11.263;12.403;13.141;13.556;14.229;14.709;15.458;16.997;18.749;19.79;20.54;21.723;22.54;24.2;27.45;P;F
1618;-0.3429;170.034;0.14305;11.266;12.407;13.145;13.56;14.234;14.714;15.464;17.003;18.756;19.798;20.548;21.731;22.549;24.21;27.462;P;F
1619;-0.3429;170.093;0.14308;11.269;12.411;13.149;13.564;14.238;14.719;15.469;17.009;18.763;19.805;20.556;21.74;22.558;24.22;27.474;P;F
1620;-0.343;170.152;0.1431;11.273;12.415;13.153;13.568;14.243;14.723;15.474;17.015;18.77;19.813;20.564;21.748;22.567;24.23;27.486;P;F
1621;-0.343;170.211;0.14313;11.276;12.418;13.157;13.573;14.247;14.728;15.479;17.021;18.777;19.82;20.571;21.757;22.576;24.24;27.499;P;F
1622;-0.3431;170.271;0.14315;11.279;12.422;13.161;13.577;14.252;14.733;15.484;17.027;18.784;19.828;20.579;21.765;22.585;24.25;27.511;P;F
1623;-0.3431;17.033;0.14318;11.282;12.426;13.165;13.581;14.256;14.738;15.489;17.033;18.791;19.835;20.587;21.774;22.595;24.261;27.523;P;F
1624;-0.3431;170.389;0.14321;11.285;12.429;13.169;13.585;14.261;14.742;15.494;17.039;18.798;19.843;20.595;21.783;22.604;24.271;27.536;P;F
1625;-0.3432;170.448;0.14323;11.289;12.433;13.173;13.589;14.265;14.747;15.499;17.045;18.804;19.85;20.603;21.791;22.613;24.281;27.548;P;F
1626;-0.3432;170.508;0.14326;11.292;12.437;13.177;13.594;14.27;14.752;15.505;17.051;18.811;19.858;20.611;21.8;22.622;24.291;27.561;P;F
1627;-0.3433;170.567;0.14328;11.295;12.44;13.181;13.598;14.275;14.757;15.51;17.057;18.818;19.865;20.619;21.808;22.631;24.301;27.572;P;F
1628;-0.3433;170.626;0.14331;11.298;12.444;13.185;13.602;14.279;14.761;15.515;17.063;18.825;19.873;20.627;21.817;22.64;24.312;27.585;P;F
1629;-0.3434;170.685;0.14334;11.301;12.448;13.189;13.606;14.283;14.766;15.52;17.069;18.832;19.88;20.635;21.826;22.649;24.322;27.598;P;F
1630;-0.3434;170.744;0.14336;11.304;12.451;13.193;13.61;14.288;14.771;15.525;17.074;18.839;19.887;20.643;21.834;22.658;24.332;27.609;P;F
